,en,,ja,,Type,Properties,Level,evalue,Fire,Water,Wind,Earth,Categories,Effect,Item Size,Equipped by,HP,MP,ATK,DEF,SPD,res f,res w,res wi,res e,Locations,Dropped by,index
goltriat,Goltriat,A gun that loads one round at a time. It takes time to charge up.,ゴルトライアット,装飾のほどこされた派手な大型銃。内部に大型の弾丸をこめることができる,Equipment,"skill-power-10,attack-power-6,skill-power-15,damage-absorb,explosive-boost",25,30,1,0,0,1,"w-gun,gunpowder,metal,",,,",,,,reyfer,,,,,,",15,0,39,10,0,0,0,0,0,,,392
white-feather-9,White Feather 9,The only safe place to stand when this gun goes off is behind it.,ホワイトフェザー９,安定性を無視した規格外の大型銃。これ以上は改良するのも難しい,Equipment,"attack-power-9,skill-power-10,inherit-pp-7,dragon-slayer,aggression-boost",35,30,1,0,1,1,"w-gun,gunpowder,,",,,",,,,reyfer,,,,,,",0,25,56,0,50,0,0,0,0,,,393
explorer-s-pack,Explorer's Pack,The only safe place to stand when this gun goes off is behind it.,探索用医療かばん,持ち運びに便利な、大収納力のかばん。医療品の他、爆薬なども入るらしい,Equipment,"attack-power-3,skill-power-10,attack-power-6,poison,sharpness-boost",2,10,0,1,0,0,"w-bag,medic-ing,,",,,",,,,,lucille,,,,,",0,0,8,0,0,0,0,0,0,,,394
medical-bag,Medical Bag,A functional bag for medicalsupplies. It has a largecapacity.,メディカルバッグ,医療用品を収納するために機能的な作りをしているかばん。収納量が多い,Equipment,"attack-power-3,skill-power-10,attack-power-6,weakness,sharpness-boost",10,20,0,1,0,0,"w-bag,elixir,,",,,",,,,,lucille,,,,,",0,0,12,0,0,0,0,0,0,,,395
teak-basket,Teak Basket,A large bag with cute ornaments. It has many pockets for easy access.,チークバスケット,かわいい飾りのついた大きめのかばん。ポケットが多くて、お出かけにも最適,Equipment,"skill-power-10,attack-power-6,skill-power-15,damage-absorb,explosive-boost",17,20,0,1,0,1,"w-bag,medic-ing,,",,,",,,,,lucille,,,,,",0,0,19,5,0,0,0,0,0,,,396
dark-angel-bag,Dark Angel Bag,A large bag with cute ornaments. It has many pockets for easy access.,黒天使のかばん,少し危ない医療品も収納できる丈夫なかばん。見た目にだまされてはいけない,Equipment,"skill-power-10,skill-power-15,attack-power-6,water-damage,explosive-boost",27,20,1,0,1,1,"w-bag,medic-ing,,",,,",,,,,lucille,,,,,",0,20,28,10,0,0,0,0,0,,,397
traveling-doctor,Traveling Doctor,A bag designed for doctors who need to perform the latest treatments.,トラベルドクター,旅先で最新の治療を行うために作られた、医者のためのかばん。多くの人々を救った,Equipment,"attack-power-9,skill-power-10,inherit-pp-7,damage-absorb-plus,aggression-boost",38,25,1,1,1,1,"w-bag,elixir,,",,,",,,,,lucille,,,,,",30,0,41,15,0,10,10,10,10,,,398
great-blade,Great Blade,A rough and tough iron longsword. The weight is more that most can use.,グレートブレード,無骨で荒々しい巨大な鉄の剣。普通の人では持ち歩くことも難しい重量がある,Equipment,"attack-power-3,skill-power-10,inherit-pp-3,add-wt-delay,sharpness-boost",3,10,0,0,0,1,"w-longsword,metal,,",,,",,,,,,linca,,,,",0,0,13,0,0,0,0,0,0,,,399
cleaver,Cleaver,"A giant, unwieldy sword that can cut the flesh of the hardiest beasts.",肉抜き包丁,大型の魔物の肉を一気に断ち切ることもできる巨大な剣。扱いは非常に難しい,Equipment,"attack-power-3,attack-power-6,skill-power-10,blindness,sharpness-boost",11,20,0,0,0,1,"w-longsword,metal,,",,,",,,,,,linca,,,,",0,0,19,0,0,0,0,0,0,,,400
boneshatter,Boneshatter,"A giant, unwieldy sword that can cut the flesh of the hardiest beasts.",ボーンシャッター,複雑な構造をしている巨大な剣。非常に重く魔物の硬い骨すらも断ち切ることが可能,Equipment,"skill-power-10,attack-power-6,inherit-pp-5,fire-damage,explosive-boost",18,35,0,0,0,1,"w-longsword,metal,,",,,",,,,,,linca,,,,",0,0,26,10,0,0,0,0,0,,,401
slaying-blade,Slaying Blade,An unconventional sword usedfor slaying monsters.,魔物殺しの魔剣,魔物退治に特化した、常識外れの巨大な剣。断ち切るときに、複雑なキズを作り出す,Equipment,"skill-power-10,inherit-pp-5,skill-power-10,earth-damage,explosive-boost",26,30,0,0,1,1,"w-longsword,metal,,",,,",,,,,,linca,,,,",0,10,36,0,0,15,15,0,0,,,402
humming-quasar,Humming Quasar,An unconventional sword usedfor slaying monsters.,ハミングクエイサー,巨大すぎて、一種の美しさすらも感じる剣。その鋭さは、あらゆるものを一刀両断する,Equipment,"attack-power-9,inherit-pp-7,skill-power-20,slag-slayer,aggression-boost",37,30,1,0,1,1,"w-longsword,metal,,",,,",,,,,,linca,,,,",20,20,52,0,25,0,0,0,0,,,403
magician-s-broom,Magician's Broom,A broom with traditional ornaments that magicians use. The broom is normal.,魔法使いのホウキ,伝統的な飾りのついた由緒正しい魔法使いが使うとされるほうき。ほうき自体はごく普通,Equipment,"attack-power-3,skill-power-10,attack-power-6,weakness,sharpness-boost",1,20,1,0,0,0,"w-broomstick,lumber,,",,,",,,,,,,wilbell,,,",0,0,17,0,0,0,0,0,0,,,404
precision-broom,Precision Broom,A broom black as the darkest night. It swells with power depending on the user.,時掛けのホウキ,夜の闇のように真っ黒に染められたほうき。持ち主の魔力を受けて少しずつ成長している,Equipment,"skill-power-10,skill-power-15,attack-power-6,water-damage,explosive-boost",15,20,1,0,1,0,"w-broomstick,lumber,,",,,",,,,,,,wilbell,,,",10,10,34,0,20,0,0,0,0,,,405
meteor-broom,Meteor Broom,The epitome of the broom-maker's art. It's also quite a comfortable ride.,流星のホウキ,魔法の技術を結集して開発されたらしい、最高級のほうき。乗り心地も最高級らしい,Equipment,"attack-power-9,skill-power-20,inherit-pp-7,beast-slayer,aggression-boost",30,25,1,0,1,1,"w-broomstick,lumber,,",,,",,,,,,,wilbell,,,",25,25,59,0,30,30,0,0,0,,,406
inspector-s-blade,Inspector's blade,"This thin sword is purely ceremonial, but can be used in combat in a pinch.",監査官の双剣,丁寧に手入れされた細身の剣。儀礼用としての存在意義が強いが、一応実戦でも使用可能,Equipment,"attack-power-3,skill-power-10,inherit-pp-3,slow,sharpness-boost",1,20,0,0,1,0,"w-rapier,metal,,",,,",,,,,,,,micie,,",0,0,13,0,0,0,0,0,0,,,407
cross-rapier,Cross Rapier,"This thin sword is purely ceremonial, but can be used in combat in a pinch.",クロスレイピア,二刀流で使うことを前提に改良の施されたレイピア。子供でも簡単に扱えるほど軽い,Equipment,"skill-power-10,attack-power-6,inherit-pp-5,wind-damage,explosive-boost",15,20,0,1,1,0,"w-rapier,metal,,",,,",,,,,,,,micie,,",15,0,26,10,10,0,0,0,0,,,408
peerless-sabre,Peerless Sabre,"A pair or rapiers light enough for a child, balanced for dual-wielding.",無双者のサーベル,一流の剣の使い手のみが使いこなせるといわれる伝統的なサーベル。非常に切れ味が鋭い,Equipment,"attack-power-9,skill-power-10,inherit-pp-7,dragon-slayer,aggression-boost",30,25,1,0,1,1,"w-rapier,metal,,",,,",,,,,,,,micie,,",30,0,45,20,20,0,0,0,0,,,409
service-stick,Service Stick,"A slick, stylish cane. It can take much more abuse than it seems.",サービステッキ,シックでお洒落な雰囲気のステッキ。見かけによらず以外と丈夫で乱暴にしても壊れない,Equipment,"attack-power-3,skill-power-10,attack-power-6,poison,sharpness-boost",1,20,0,0,0,1,"w-club,lumber,,",,,",,,,,,,,,katla,",0,0,13,0,0,0,0,0,0,,,410
mystery-stick,Mystery Stick,"A slick, stylish cane. It can take much more abuse than it seems.",ミスティステッキ,不思議なダイヤ柄のステッキ。模様のおかげか、普通のステッキよりも軽くて丈夫,Equipment,"skill-power-10,attack-power-6,skill-power-15,damage-absorb,explosive-boost",15,10,0,1,1,1,"w-club,lumber,mystery,",,,",,,,,,,,,katla,",10,10,24,10,10,10,10,10,10,,,411
fantasy-stick,Fantasy Stick,A cane with gears along its length. It appears to have been reinforced.,ファンタジステッキ,不思議な仕掛けが仕込まれているステッキ。仕掛けのために十分な耐久性を備えている,Equipment,"attack-power-9,skill-power-10,inherit-pp-7,damage-absorb-plus,aggression-boost",30,20,1,1,1,1,"w-club,lumber,mystery,",,,",,,,,,,,,katla,",20,20,42,20,20,20,20,20,20,,,412
light-ladle,Light Ladle,A cane with gears along its length. It appears to have been reinforced.,軽量おたま,どこにでもあるおたま。軽めに作られていて扱いやすいが、何かを叩くためのものではない,Equipment,"attack-power-3,skill-power-10,attack-power-6,weakness,sharpness-boost",1,10,1,1,0,0,"w-cookware,metal,,",,,",,,,,,,,,,nio",0,0,13,10,0,0,20,0,0,,,413
metal-turner,Metal Turner,A turner made of metal. It's quite painful when you're hit by the flat part.,メタルターナー,金属で出来たターナー。平たい部分で叩かれると意外と痛い,Equipment,"skill-power-10,skill-power-15,attack-power-6,water-damage,explosive-boost",15,20,1,1,0,1,"w-cookware,metal,,",,,",,,,,,,,,,nio",15,0,21,20,0,0,0,20,0,,,414
single-mixer,Single Mixer,A turner made of metal. It's quite painful when you're hit by the flat part.,シングルミキサー,生地を混ぜたりする時につかう調理器具。丈夫に作られており、少しのことでは壊れない,Equipment,"attack-power-9,skill-power-10,skill-power-20,spirit-slayer,aggression-boost",30,25,1,1,1,1,"w-cookware,metal,,",,,",,,,,,,,,,nio",25,25,41,15,0,20,0,0,15,,,415
cotton-shirt,Cotton Shirt,A turner made of metal. It's quite painful when you're hit by the flat part.,木綿のシャツ,日常的に使われる、一般的なシャツ。飾り気もなくて、かなり質素である,Equipment,"defense-3,hp-5,inherit-pp-3,fire-resist,parameters-5",2,15,0,0,0,1,"a-clothes,cloth,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,5,0,0,0,0,0,,,416
sturdy-shirt,Sturdy Shirt,"A shirt made of durablematerial, for those who workoutdoors.",丈夫なシャツ,破けにくい材質で作られているシャツ。外で働く人には普通のシャツより好まれる,Equipment,"defense-3,mp-5,inherit-pp-3,water-resist,parameters-5",3,15,0,0,0,1,"a-clothes,cloth,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,8,0,0,0,0,0,,,417
knitted-shirt,Knitted Shirt,"A thick woolen shirt. It'swarm in winter, but a littleheavy.",編み込みのシャツ,太い毛糸を編み込んだシャツ。冬でもとても温かいが、少々重たいのが難点だ,Equipment,"defense-3,hp-5,inherit-pp-3,wind-resist,parameters-5",5,20,0,0,1,0,"a-clothes,cloth,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,18,0,0,0,0,0,,,418
stylish-shirt,Stylish Shirt,An eye-searingly colorful shirt. Some people think it fashionable.,おしゃれなシャツ,目がチカチカしそうなカラフルなシャツ。おしゃれかどうかは人による,Equipment,"defense-3,mp-5,inherit-pp-3,earth-resist,parameters-5",7,10,1,0,1,0,"a-clothes,cloth,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,16,0,0,0,0,0,,,419
leather-shirt,Leather Shirt,An eye-searingly colorful shirt. Some people think it fashionable.,レザーシャツ,よくもみこまれて柔らかくした革で作られたシャツ。それでも着づらい,Equipment,"defense-3,hp-5,inherit-pp-3,mp-5,parameters-5",10,15,1,0,0,1,"a-clothes,skin,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,21,0,0,0,0,0,,,420
fur-shirt,Fur Shirt,"A shirt of brushed leather. It's warm, but rather uncomfortable.",毛皮のシャツ,起毛している皮製のシャツ。温かいがシャツとしては硬くてとても着づらい,Equipment,"mp-5,defense-6,inherit-pp-5,mp-10,fire-resist-plus",12,15,1,0,1,0,"a-clothes,cloth,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,27,0,0,0,0,0,,,421
chain-shirt,Chain Shirt,A shirt made of fine metal links. You don't want it against your skin.,鎖のシャツ,細かい金属の鎖を編み合わせて作ったシャツ。シャツだが素肌の上から着るのはやめたい,Equipment,"mp-5,defense-6,inherit-pp-5,mp-10,wind-resist-plus",14,20,1,0,0,1,"a-clothes,metal,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,30,0,0,0,0,0,,,422
rainbow-shirt,Rainbow Shirt,A shirt made of fine metal links. You don't want it against your skin.,七糸のシャツ,光が当たるとまるで七色の糸で織られているかのように見える、美しいシャツ,Equipment,"mp-5,defense-6,inherit-pp-5,mp-10,parameters-7",17,15,0,1,1,1,"a-clothes,cloth,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,35,0,10,10,10,0,,,423
combat-shirt,Combat Shirt,"Functional clothes with lots of pockets, for ease of use in battle.",コンバットシャツ,たくさんのポケットがついた機能性が高い服。戦いやすさをひたすら追求している,Equipment,"mp-5,effect-up-plus,inherit-pp-7,parameters-7,hp-15",21,30,1,0,0,1,"a-clothes,cloth,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",10,0,10,38,10,0,0,0,0,,,424
gold-thread-shirt,Gold Thread Shirt,A shirt made with valuable gold thread. Nothing else says “style”!,金糸のシャツ,貴重な金糸を材料に使ったシャツ。これを着た上に重ね着をするのが真のおしゃれだ,Equipment,"parameters-5,effect-up-plus,inherit-pp-7,mp-15,hp-15",24,50,0,0,1,0,"a-clothes,cloth,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",15,15,0,43,0,0,30,0,0,,,425
celestial-shirt,Celestial Shirt,A shirt made with valuable gold thread. Nothing else says “style”!,天人のシャツ,かつて空にあったという世界の住人が着ていたとされる服。羽根の形の袖口が特徴,Equipment,"mp-5,hp-10,defense-9,parameters-7,mp-15",30,15,1,1,1,1,"a-clothes,cloth,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",25,0,0,50,15,15,15,0,0,,,426
chest-plate,Chest Plate,"This protects the chest from fatal wounds, and is easy to move in.",胸鎧,致命傷を防ぐため、胸の部分だけを守るように作られている。その分身軽に動ける,Equipment,"defense-3,mp-5,inherit-pp-3,water-resist,parameters-5",1,10,0,0,0,1,"a-heavy-armor,metal,,",,,",,awin,,,,linca,,,,",0,0,0,10,0,0,0,0,0,,,427
alloy-plate,Alloy Plate,Armor made from low-quality metal. It's heavy and difficult to wear.,合金のプレート,純度の低い金属で作られた鎧。あまり硬度はない割には重くて使いにくい,Equipment,"defense-3,mp-5,inherit-pp-3,earth-resist,parameters-5",3,15,0,0,0,1,"a-heavy-armor,metal,,",,,",,awin,,,,linca,,,,",0,0,0,14,0,0,0,0,0,,,428
bone-plate,Bone Plate,Armor made from animal bones. The front looks like a spooky face.,ボーンプレート,動物の骨を使った鎧。恐ろしい顔の形を模していて、敵に対し威圧感を与えられる,Equipment,"defense-3,mp-5,inherit-pp-3,fire-resist,parameters-5",6,20,0,0,0,1,"a-heavy-armor,animal,,",,,",,awin,,,,linca,,,,",0,0,0,28,0,0,0,0,0,,,429
magic-plate,Magic Plate,Armor made from animal bones. The front looks like a spooky face.,魔法のプレート,魔力を宿しているという鎧。しかしどんな魔力なのかはよく分かっていない,Equipment,"defense-3,mp-5,inherit-pp-3,mp-5,parameters-5",9,15,1,0,1,0,"a-heavy-armor,metal,,",,,",,awin,,,,linca,,,,",0,0,0,32,0,0,0,0,0,,,430
crystal-plate,Crystal Plate,"Armor studded with crystals. It has low durability, but magical power.",水晶のプレート,あちこちに水晶を盛り込んだ鎧。耐久性は落ちるが、水晶の持つ魔力があるという噂だ,Equipment,"hp-5,defense-6,inherit-pp-5,hp-10,water-resist-plus",12,15,0,1,0,1,"a-heavy-armor,jewel,,",,,",,awin,,,,linca,,,,",0,0,0,36,0,0,0,0,0,,,431
jewel-plate,Jewel Plate,Armor with magic gems set into it. The gems grant the wearer power.,ジュエルプレート,魔力を含んだ宝玉がちりばめられた鎧。高級品だが、その分宝玉の力を得られる,Equipment,"hp-5,defense-6,inherit-pp-5,hp-10,earth-resist-plus",17,15,1,1,0,1,"a-heavy-armor,jewel,,",,,",,awin,,,,linca,,,,",0,0,0,45,0,0,0,0,0,,,432
ebony-plate,Ebony Plate,Armor made from extremely hard wood. It's lighter than metal armor.,黒檀のプレート,極めて堅い木材を加工して作られた鎧。金属より軽いが、とにかく加工が大変,Equipment,"mp-5,defense-6,inherit-pp-5,mp-10,parameters-7",21,20,1,0,1,1,"a-heavy-armor,metal,,",,,",,awin,,,,linca,,,,",0,0,0,56,15,0,0,0,0,,,433
scale-plate,Scale Plate,Armor made from extremely hard wood. It's lighter than metal armor.,鱗のプレート,鱗状の金属片を並べて作られた鎧。部品が細かく分かれているので動きやすい,Equipment,"hp-10,effect-up-plus,inherit-pp-7,defense-9,mp-15",26,45,0,1,0,0,"a-heavy-armor,metal,,",,,",,awin,,,,linca,,,,",10,0,5,64,0,0,30,0,0,,,434
meteor-plate,Meteor Plate,Armor forged from metal that fell from the sky. It's very durable.,隕鉄のプレート,天から降ってきた石を鍛えて作った金属の鎧。とても硬く、高性能の一品だ,Equipment,"defense-9,effect-up-plus,inherit-pp-7,parameters-7,hp-15",31,30,1,0,0,1,"a-heavy-armor,metal,,",,,",,awin,,,,linca,,,,",0,20,0,68,0,0,0,0,30,,,435
dragon-scale-armor,Dragon Scale,Armor forged from metal that fell from the sky. It's very durable.,ドラゴンスケイル,竜のウロコを貼り合わせて作られた鎧。単純な作りだが性能は極めて高い,Equipment,"mp-5,hp-10,defense-9,parameters-7,mp-15",33,20,0,1,1,1,"a-heavy-armor,dragon,,",,,",,awin,,,,linca,,,,",0,0,0,73,0,15,15,15,0,,,436
leather-coat,Leather Coat,A fine coat made from tanned animal hides. It also repels water.,レザーコート,動物の皮をなめして作られた立派なコート。水をはじく加工もされている,Equipment,"defense-3,mp-5,inherit-pp-3,earth-resist,parameters-5",2,20,0,0,0,1,"a-light-armor,skin,,",,,",logy,awin,threia,reyfer,,linca,,micie,,",0,0,0,9,0,0,0,0,0,,,437
assassin-s-coat,Assassin's Coat,A fine coat made from tanned animal hides. It also repels water.,アサシンコート,暗がりでこっそり活動するのに向いているコート。内部に多数の武器を隠すことも可能,Equipment,"defense-3,hp-5,inherit-pp-3,mp-5,parameters-5",15,25,0,0,1,0,"a-light-armor,cloth,,",,,",logy,awin,threia,reyfer,,linca,,micie,,",0,0,5,31,10,0,0,0,0,,,438
heroic-cape,Heroic Cape,A cape designed for those with a heroic nature. It keeps wind off.,ヒロイックマント,英雄が好んでまといそうなデザインのマント。簡単に風になびくので王者っぽい,Equipment,"mp-5,defense-6,inherit-pp-5,mp-10,parameters-7",24,25,0,1,1,0,"a-light-armor,cloth,,",,,",logy,awin,threia,reyfer,,linca,,micie,,",0,0,0,46,0,10,10,10,10,,,439
dragoon-cape,Dragoon Cape,A cape designed for those with a heroic nature. It keeps wind off.Golden Wing Staff,ドラグーンケープ,竜から採れた材料を組み合わせて作ったケープ。性能も高いが見た目もいい,Equipment,"mp-5,hp-10,defense-9,parameters-7,mp-15",32,25,1,1,1,0,"a-light-armor,dragon,,",,,",logy,awin,threia,reyfer,,linca,,micie,,",10,10,10,61,0,0,0,0,0,,,440
